STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
16,043,970300,6,1500000US160439703006,160439703006,6,BG,58960883,1007447
16,083,000600,2,1500000US160830006002,160830006002,2,BG,27647743,334602
16,017,950400,5,1500000US160179504005,160179504005,5,BG,8689251,3663363
16,055,001700,2,1500000US160550017002,160550017002,2,BG,5082773,914897
16,047,960200,5,1500000US160479602005,160479602005,5,BG,116894448,1327213
16,055,000302,1,1500000US160550003021,160550003021,1,BG,91396741,1814803
16,027,021001,1,1500000US160270210011,160270210011,1,BG,18314867,5611
16,069,960600,1,1500000US160699606001,160699606001,1,BG,1699864,0
16,051,960300,2,1500000US160519603002,160519603002,2,BG,2835125,30607
16,027,020402,4,1500000US160270204024,160270204024,4,BG,566652,0
16,005,001102,1,1500000US160050011021,160050011021,1,BG,579149,0
16,001,000900,3,1500000US160010009003,160010009003,3,BG,486383,1032
16,031,950500,3,1500000US160319505003,160319505003,3,BG,23018298,64790
16,051,960200,3,1500000US160519602003,160519602003,3,BG,57489807,1039686
16,055,000200,3,1500000US160550002003,160550002003,3,BG,96827885,136386
16,021,970100,4,1500000US160219701004,160219701004,4,BG,522803586,2112290
16,055,001600,1,1500000US160550016001,160550016001,1,BG,565020,0
16,081,960100,2,1500000US160819601002,160819601002,2,BG,50316335,5734
16,083,000800,3,1500000US160830008003,160830008003,3,BG,328715,0
16,001,000805,1,1500000US160010008051,160010008051,1,BG,2142051,43042
16,001,001100,2,1500000US160010011002,160010011002,2,BG,1113990,6165
16,027,022200,1,1500000US160270222001,160270222001,1,BG,36573654,1439048
16,001,010401,1,1500000US160010104011,160010104011,1,BG,39565748,190110
16,011,940000,2,1500000US160119400002,160119400002,2,BG,134438858,2517998
16,019,971200,2,1500000US160199712002,160199712002,2,BG,464479,0
16,001,001201,2,1500000US160010012012,160010012012,2,BG,711888,0
16,027,021500,2,1500000US160270215002,160270215002,2,BG,771374,1386
16,071,960100,2,1500000US160719601002,160719601002,2,BG,401333651,1620147
16,057,005200,3,1500000US160570052003,160570052003,3,BG,346455,0
16,069,940000,4,1500000US160699400004,160699400004,4,BG,171206774,3700524
16,083,001200,3,1500000US160830012003,160830012003,3,BG,2624245,0
16,017,950200,6,1500000US160179502006,160179502006,6,BG,8237987,9135097
16,055,001001,2,1500000US160550010012,160550010012,2,BG,2023841,0
16,035,940000,8,1500000US160359400008,160359400008,8,BG,7923724,370772
16,001,001400,1,1500000US160010014001,160010014001,1,BG,655924,102
16,069,940000,3,1500000US160699400003,160699400003,3,BG,132939122,0
16,019,971400,4,1500000US160199714004,160199714004,4,BG,5220047,0
16,047,960100,6,1500000US160479601006,160479601006,6,BG,933415,21546
16,019,971100,5,1500000US160199711005,160199711005,5,BG,333663,0
16,001,002411,3,1500000US160010024113,160010024113,3,BG,1151377,0
16,005,000300,2,1500000US160050003002,160050003002,2,BG,1020345,0
16,005,001200,2,1500000US160050012002,160050012002,2,BG,973230,1785
16,079,960200,4,1500000US160799602004,160799602004,4,BG,683649,4425
16,041,970100,3,1500000US160419701003,160419701003,3,BG,82414294,1551038
16,001,010221,1,1500000US160010102211,160010102211,1,BG,20699387,589559
16,083,000300,2,1500000US160830003002,160830003002,2,BG,40677441,346498
16,047,960200,1,1500000US160479602001,160479602001,1,BG,36339022,2934260
16,053,970200,2,1500000US160539702002,160539702002,2,BG,80054016,402223
16,029,960100,1,1500000US160299601001,160299601001,1,BG,36005772,4572538
16,085,970300,1,1500000US160859703001,160859703001,1,BG,95081806,1034225
16,043,970200,4,1500000US160439702004,160439702004,4,BG,33674997,590145
16,017,950200,4,1500000US160179502004,160179502004,4,BG,50085338,0
16,057,005700,2,1500000US160570057002,160570057002,2,BG,84400915,60659
16,017,950500,2,1500000US160179505002,160179505002,2,BG,87953892,4835282
16,059,970200,1,1500000US160599702001,160599702001,1,BG,3238151,129861
16,075,960200,2,1500000US160759602002,160759602002,2,BG,2023103,43704
16,021,970200,3,1500000US160219702003,160219702003,3,BG,16103784,493831
16,011,950600,3,1500000US160119506003,160119506003,3,BG,6550515,0
16,077,960200,5,1500000US160779602005,160779602005,5,BG,1128181057,30628748
16,009,950100,2,1500000US160099501002,160099501002,2,BG,990924,71242
16,055,000601,2,1500000US160550006012,160550006012,2,BG,7573289,0
16,081,960100,3,1500000US160819601003,160819601003,3,BG,402373578,917363
16,005,001101,3,1500000US160050011013,160050011013,3,BG,2239346,0
16,001,010201,2,1500000US160010102012,160010102012,2,BG,47921432,98275
16,001,002224,1,1500000US160010022241,160010022241,1,BG,3461982,7022
16,019,971000,5,1500000US160199710005,160199710005,5,BG,839807,0
16,001,000804,1,1500000US160010008041,160010008041,1,BG,1130520,1984
16,001,002302,3,1500000US160010023023,160010023023,3,BG,684811,0
16,021,970100,3,1500000US160219701003,160219701003,3,BG,70988330,1224060
16,083,000300,4,1500000US160830003004,160830003004,4,BG,72076431,901214
16,083,000300,3,1500000US160830003003,160830003003,3,BG,100944455,1149784
16,083,001300,1,1500000US160830013001,160830013001,1,BG,59152654,957504
16,079,960200,5,1500000US160799602005,160799602005,5,BG,62884221,8999
16,079,960300,1,1500000US160799603001,160799603001,1,BG,24044826,160494
16,083,001300,3,1500000US160830013003,160830013003,3,BG,68691544,360352
16,083,000800,4,1500000US160830008004,160830008004,4,BG,3357163,0
16,083,001200,1,1500000US160830012001,160830012001,1,BG,7320405,48266
16,079,960400,6,1500000US160799604006,160799604006,6,BG,105925254,242711
16,079,960400,3,1500000US160799604003,160799604003,3,BG,71424867,40452
16,035,940000,2,1500000US160359400002,160359400002,2,BG,21684928,6692296
16,021,970100,1,1500000US160219701001,160219701001,1,BG,285879483,5460006
16,021,970100,2,1500000US160219701002,160219701002,2,BG,59442363,2593610
16,087,970200,2,1500000US160879702002,160879702002,2,BG,869931,0
16,017,950900,1,1500000US160179509001,160179509001,1,BG,98870816,77082515
16,035,940000,3,1500000US160359400003,160359400003,3,BG,18391621,11628
16,035,940000,6,1500000US160359400006,160359400006,6,BG,69096073,738558
16,035,970100,5,1500000US160359701005,160359701005,5,BG,29646454,31126
16,055,000301,2,1500000US160550003012,160550003012,2,BG,58869218,2372162
16,013,960200,3,1500000US160139602003,160139602003,3,BG,157453133,24732
16,017,950100,2,1500000US160179501002,160179501002,2,BG,596679619,99861431
16,055,000301,1,1500000US160550003011,160550003011,1,BG,34551831,0
16,055,000200,5,1500000US160550002005,160550002005,5,BG,42474407,963708
16,055,940000,1,1500000US160559400001,160559400001,1,BG,157501263,11191623
16,055,000900,3,1500000US160550009003,160550009003,3,BG,1069384,103234
16,055,001700,3,1500000US160550017003,160550017003,3,BG,59773827,5683071
16,055,001800,2,1500000US160550018002,160550018002,2,BG,41299830,11603327
16,071,960100,1,1500000US160719601001,160719601001,1,BG,2704712973,2375035
16,055,002000,1,1500000US160550020001,160550020001,1,BG,211807682,20240650
16,055,940000,2,1500000US160559400002,160559400002,2,BG,122776088,0
16,075,960400,1,1500000US160759604001,160759604001,1,BG,48669394,407854
16,075,960400,2,1500000US160759604002,160759604002,2,BG,180329846,496994
16,075,960200,1,1500000US160759602001,160759602001,1,BG,2080982,423414
16,047,960100,1,1500000US160479601001,160479601001,1,BG,1145046116,3697988
16,047,960100,4,1500000US160479601004,160479601004,4,BG,1845516,3925
16,047,960200,6,1500000US160479602006,160479602006,6,BG,712577,0
16,051,960100,3,1500000US160519601003,160519601003,3,BG,1064094365,207329
16,051,960400,4,1500000US160519604004,160519604004,4,BG,25676248,116528
16,067,970200,1,1500000US160679702001,160679702001,1,BG,48845362,3680012
16,067,970300,1,1500000US160679703001,160679703001,1,BG,1189861199,2391859
16,067,970400,1,1500000US160679704001,160679704001,1,BG,11349287,25496
16,043,970200,1,1500000US160439702001,160439702001,1,BG,508983039,4663397
16,067,970500,4,1500000US160679705004,160679705004,4,BG,25217004,1012085
16,043,970300,2,1500000US160439703002,160439703002,2,BG,39803026,816109
16,043,970300,1,1500000US160439703001,160439703001,1,BG,4733066,485068
16,039,960300,1,1500000US160399603001,160399603001,1,BG,1052031,0
16,063,950100,1,1500000US160639501001,160639501001,1,BG,1600224024,4189729
16,031,950100,2,1500000US160319501002,160319501002,2,BG,1273695123,968132
16,031,950100,1,1500000US160319501001,160319501001,1,BG,1428339156,23684908
16,031,950100,3,1500000US160319501003,160319501003,3,BG,1509261046,184862
16,031,950200,2,1500000US160319502002,160319502002,2,BG,45425674,999241
16,031,950600,2,1500000US160319506002,160319506002,2,BG,1742678789,3215102
16,001,001700,1,1500000US160010017001,160010017001,1,BG,414083,0
16,001,001800,1,1500000US160010018001,160010018001,1,BG,1077558,0
16,001,002000,1,1500000US160010020001,160010020001,1,BG,1200903,2581
16,001,002410,2,1500000US160010024102,160010024102,2,BG,1169758,856
16,001,002411,2,1500000US160010024112,160010024112,2,BG,668525,2154
16,001,010100,1,1500000US160010101001,160010101001,1,BG,238968685,3926705
16,019,970100,4,1500000US160199701004,160199701004,4,BG,123487289,36952
16,019,970100,2,1500000US160199701002,160199701002,2,BG,83800444,733
16,019,970100,3,1500000US160199701003,160199701003,3,BG,43327988,17017
16,019,970401,2,1500000US160199704012,160199704012,2,BG,8301131,8771
16,019,970402,2,1500000US160199704022,160199704022,2,BG,13385250,0
16,019,971301,1,1500000US160199713011,160199713011,1,BG,9155970,401700
16,001,002413,4,1500000US160010024134,160010024134,4,BG,633605,0
16,001,000201,3,1500000US160010002013,160010002013,3,BG,961647,0
16,001,002100,2,1500000US160010021002,160010021002,2,BG,25608949,21987
16,001,010332,1,1500000US160010103321,160010103321,1,BG,7022925,14453
16,001,010331,1,1500000US160010103311,160010103311,1,BG,14652606,218108
16,001,010321,2,1500000US160010103212,160010103212,2,BG,1251268,1196
16,001,010402,1,1500000US160010104021,160010104021,1,BG,7566222,5477
16,053,970100,2,1500000US160539701002,160539701002,2,BG,232720568,3054913
16,053,970300,1,1500000US160539703001,160539703001,1,BG,1899793,0
16,053,970500,2,1500000US160539705002,160539705002,2,BG,60990358,735575
16,001,000303,1,1500000US160010003031,160010003031,1,BG,1857589,268631
16,001,000302,1,1500000US160010003021,160010003021,1,BG,857079,2299
16,001,000400,3,1500000US160010004003,160010004003,3,BG,301403,0
16,001,000500,1,1500000US160010005001,160010005001,1,BG,912229,1186
16,001,000701,3,1500000US160010007013,160010007013,3,BG,1027005,55895
16,001,000802,3,1500000US160010008023,160010008023,3,BG,720205,5732
16,001,001000,1,1500000US160010010001,160010010001,1,BG,1671957,113696
16,001,001201,1,1500000US160010012011,160010012011,1,BG,1422260,0
16,001,001600,1,1500000US160010016001,160010016001,1,BG,942149,15980
16,057,005100,1,1500000US160570051001,160570051001,1,BG,7764009,8777
16,057,005200,1,1500000US160570052001,160570052001,1,BG,71574825,22030
16,057,005300,6,1500000US160570053006,160570053006,6,BG,58218201,8802
16,057,005400,2,1500000US160570054002,160570054002,2,BG,53204998,8820
16,057,005300,1,1500000US160570053001,160570053001,1,BG,497351,0
16,057,005600,4,1500000US160570056004,160570056004,4,BG,135256976,71902
16,007,950200,1,1500000US160079502001,160079502001,1,BG,340821510,101216010
16,019,970403,3,1500000US160199704033,160199704033,3,BG,1321694,0
16,019,971302,2,1500000US160199713022,160199713022,2,BG,582687,0
16,019,970700,4,1500000US160199707004,160199707004,4,BG,464867,3885
16,019,970900,3,1500000US160199709003,160199709003,3,BG,2275979,7256
16,019,971400,3,1500000US160199714003,160199714003,3,BG,5153691,0
16,019,971301,5,1500000US160199713015,160199713015,5,BG,3629830,20624
16,019,971400,1,1500000US160199714001,160199714001,1,BG,32867584,781407
16,019,970502,3,1500000US160199705023,160199705023,3,BG,2589644,0
16,019,970700,2,1500000US160199707002,160199707002,2,BG,6051944,37461
16,019,971000,2,1500000US160199710002,160199710002,2,BG,260589,0
16,041,970200,3,1500000US160419702003,160419702003,3,BG,76047128,1435584
16,045,960100,2,1500000US160459601002,160459601002,2,BG,52803409,595136
16,045,960100,4,1500000US160459601004,160459601004,4,BG,17408613,1096594
16,019,971000,4,1500000US160199710004,160199710004,4,BG,373851,0
16,019,971200,3,1500000US160199712003,160199712003,3,BG,726120,0
16,041,970100,5,1500000US160419701005,160419701005,5,BG,261336248,2754867
16,065,950100,1,1500000US160659501001,160659501001,1,BG,161421683,5104945
16,065,950100,3,1500000US160659501003,160659501003,3,BG,53194896,327868
16,041,970200,5,1500000US160419702005,160419702005,5,BG,66060490,647895
16,065,950400,1,1500000US160659504001,160659504001,1,BG,770489660,500978
16,065,950500,2,1500000US160659505002,160659505002,2,BG,64001614,78603
16,065,950400,2,1500000US160659504002,160659504002,2,BG,2135598,66952
16,065,950301,4,1500000US160659503014,160659503014,4,BG,107598,0
16,013,960300,3,1500000US160139603003,160139603003,3,BG,2590636,62439
16,019,970100,1,1500000US160199701001,160199701001,1,BG,3445449046,84114527
16,055,000700,2,1500000US160550007002,160550007002,2,BG,12280779,0
16,055,000402,2,1500000US160550004022,160550004022,2,BG,2002967,0
16,055,000800,1,1500000US160550008001,160550008001,1,BG,6376656,922137
16,057,005400,3,1500000US160570054003,160570054003,3,BG,2973559,3568
16,061,940002,1,1500000US160619400021,160619400021,1,BG,339657884,667318
16,027,021100,2,1500000US160270211002,160270211002,2,BG,21131708,91191
16,027,020401,2,1500000US160270204012,160270204012,2,BG,7231149,56428
16,027,021904,1,1500000US160270219041,160270219041,1,BG,99333018,796902
16,027,020602,5,1500000US160270206025,160270206025,5,BG,443381,15116
16,027,020504,3,1500000US160270205043,160270205043,3,BG,803438,0
16,001,010223,1,1500000US160010102231,160010102231,1,BG,2214661,8501
16,001,000701,1,1500000US160010007011,160010007011,1,BG,1080165,25652
16,001,010331,3,1500000US160010103313,160010103313,3,BG,5189041,5825
16,001,010225,1,1500000US160010102251,160010102251,1,BG,5713407,677493
16,001,010313,2,1500000US160010103132,160010103132,2,BG,5622577,3314
16,001,000202,3,1500000US160010002023,160010002023,3,BG,4053020,5942
16,001,010331,2,1500000US160010103312,160010103312,2,BG,2595180,3578
16,027,021600,3,1500000US160270216003,160270216003,3,BG,974192,0
16,027,021700,1,1500000US160270217001,160270217001,1,BG,3527228,0
16,027,021200,2,1500000US160270212002,160270212002,2,BG,5162594,162310
16,027,020402,1,1500000US160270204021,160270204021,1,BG,1145574,0
16,027,020901,1,1500000US160270209011,160270209011,1,BG,12360146,109636
16,027,022100,1,1500000US160270221001,160270221001,1,BG,66811688,2669537
16,027,022100,3,1500000US160270221003,160270221003,3,BG,16829008,390817
16,027,022200,3,1500000US160270222003,160270222003,3,BG,88527924,974897
16,005,001900,1,1500000US160050019001,160050019001,1,BG,223805517,685670
16,005,001900,2,1500000US160050019002,160050019002,2,BG,305291138,405386
16,005,001602,3,1500000US160050016023,160050016023,3,BG,2782377,0
16,001,000805,2,1500000US160010008052,160010008052,2,BG,694077,874
16,001,000201,2,1500000US160010002012,160010002012,2,BG,1427813,8529
16,001,000701,2,1500000US160010007012,160010007012,2,BG,680415,0
16,005,000700,3,1500000US160050007003,160050007003,3,BG,1134402,0
16,073,950200,2,1500000US160739502002,160739502002,2,BG,80039896,3390243
16,005,940000,2,1500000US160059400002,160059400002,2,BG,306833627,152173
16,005,000400,2,1500000US160050004002,160050004002,2,BG,1310959,0
16,005,000600,2,1500000US160050006002,160050006002,2,BG,20870206,0
16,005,001602,1,1500000US160050016021,160050016021,1,BG,947816,19243
16,005,000900,1,1500000US160050009001,160050009001,1,BG,708641,0
16,005,001000,1,1500000US160050010001,160050010001,1,BG,882037,0
16,005,001200,1,1500000US160050012001,160050012001,1,BG,343017,4830
16,005,001500,3,1500000US160050015003,160050015003,3,BG,960915,0
16,029,960100,3,1500000US160299601003,160299601003,3,BG,207300982,460816
16,011,950300,3,1500000US160119503003,160119503003,3,BG,166604767,35288442
16,011,950300,1,1500000US160119503001,160119503001,1,BG,1184571273,22720
16,011,950300,2,1500000US160119503002,160119503002,2,BG,1386554236,0
16,011,950500,4,1500000US160119505004,160119505004,4,BG,20377983,913748
16,011,950600,2,1500000US160119506002,160119506002,2,BG,17699891,0
16,011,950700,1,1500000US160119507001,160119507001,1,BG,25298834,0
16,011,950700,3,1500000US160119507003,160119507003,3,BG,96211965,1729396
16,011,950100,2,1500000US160119501002,160119501002,2,BG,6478293,0
16,049,960300,1,1500000US160499603001,160499603001,1,BG,53690569,31205
16,061,950300,1,1500000US160619503001,160619503001,1,BG,229927240,436629
16,061,940002,3,1500000US160619400023,160619400023,3,BG,219550804,445364
16,069,960700,2,1500000US160699607002,160699607002,2,BG,15471955,807600
16,069,961000,1,1500000US160699610001,160699610001,1,BG,11553836,0
16,069,960300,2,1500000US160699603002,160699603002,2,BG,40247987,2682719
16,069,960400,4,1500000US160699604004,160699604004,4,BG,829991,447711
16,069,960600,3,1500000US160699606003,160699606003,3,BG,859378,0
16,069,960600,2,1500000US160699606002,160699606002,2,BG,3334440,0
16,069,960900,1,1500000US160699609001,160699609001,1,BG,1315514,0
16,069,940000,5,1500000US160699400005,160699400005,5,BG,265325121,557673
16,077,960100,2,1500000US160779601002,160779601002,2,BG,662400427,14126671
16,027,021100,3,1500000US160270211003,160270211003,3,BG,6582209,0
16,005,001400,2,1500000US160050014002,160050014002,2,BG,673209,0
16,073,950101,1,1500000US160739501011,160739501011,1,BG,111184285,1185467
16,001,001600,2,1500000US160010016002,160010016002,2,BG,1845558,0
16,043,970300,4,1500000US160439703004,160439703004,4,BG,536209,81445
16,017,950700,3,1500000US160179507003,160179507003,3,BG,184268051,809246
16,055,002000,2,1500000US160550020002,160550020002,2,BG,34968470,4243917
16,027,021904,2,1500000US160270219042,160270219042,2,BG,14562220,9078
16,027,022300,3,1500000US160270223003,160270223003,3,BG,187497556,2809629
16,001,000803,4,1500000US160010008034,160010008034,4,BG,1099470,43
16,009,950100,4,1500000US160099501004,160099501004,4,BG,595691347,85908
16,017,950700,1,1500000US160179507001,160179507001,1,BG,80774735,5113499
16,001,001500,1,1500000US160010015001,160010015001,1,BG,1153633,1802
16,019,971302,3,1500000US160199713023,160199713023,3,BG,1866134,0
16,075,960200,3,1500000US160759602003,160759602003,3,BG,27588440,1689250
16,027,021901,1,1500000US160270219011,160270219011,1,BG,2780800,25335
16,019,970900,2,1500000US160199709002,160199709002,2,BG,551770,0
16,001,000802,1,1500000US160010008021,160010008021,1,BG,369451,0
16,055,000900,2,1500000US160550009002,160550009002,2,BG,1842433,0
16,083,001000,5,1500000US160830010005,160830010005,5,BG,676388,0
16,001,010223,2,1500000US160010102232,160010102232,2,BG,4299840,229399
16,065,950500,1,1500000US160659505001,160659505001,1,BG,52674193,1605806
16,055,001200,2,1500000US160550012002,160550012002,2,BG,803520,0
16,005,940000,1,1500000US160059400001,160059400001,1,BG,77356567,88175694
16,067,970300,3,1500000US160679703003,160679703003,3,BG,143901178,141277
16,027,020401,1,1500000US160270204011,160270204011,1,BG,2795619,1005
16,047,960200,4,1500000US160479602004,160479602004,4,BG,99880533,1955939
16,079,960300,4,1500000US160799603004,160799603004,4,BG,19448674,180053
16,019,970601,2,1500000US160199706012,160199706012,2,BG,1592548,6066
16,079,960300,2,1500000US160799603002,160799603002,2,BG,34904788,0
16,059,970100,2,1500000US160599701002,160599701002,2,BG,156045492,554087
16,009,950100,1,1500000US160099501001,160099501001,1,BG,437024465,2351364
16,027,021100,1,1500000US160270211001,160270211001,1,BG,64104868,357125
16,001,000201,1,1500000US160010002011,160010002011,1,BG,11846328,10090
16,005,001700,1,1500000US160050017001,160050017001,1,BG,12616511,22419
16,035,970100,4,1500000US160359701004,160359701004,4,BG,1107488957,32744039
16,011,950500,1,1500000US160119505001,160119505001,1,BG,23937704,1301947
16,079,960200,2,1500000US160799602002,160799602002,2,BG,147564543,16743
16,027,020300,2,1500000US160270203002,160270203002,2,BG,515464,0
16,049,960200,1,1500000US160499602001,160499602001,1,BG,177753271,99105
16,067,970100,1,1500000US160679701001,160679701001,1,BG,247762762,779196
16,027,021903,2,1500000US160270219032,160270219032,2,BG,126375680,255439
16,005,001500,1,1500000US160050015001,160050015001,1,BG,3300845,2311
16,031,950500,4,1500000US160319505004,160319505004,4,BG,32272465,1646589
16,027,020902,2,1500000US160270209022,160270209022,2,BG,14859000,5147671
16,047,960100,5,1500000US160479601005,160479601005,5,BG,3394475,9524
16,083,001300,5,1500000US160830013005,160830013005,5,BG,3889169,0
16,039,960300,4,1500000US160399603004,160399603004,4,BG,283328968,1671945
16,045,960200,1,1500000US160459602001,160459602001,1,BG,145632403,1827508
16,053,970500,1,1500000US160539705001,160539705001,1,BG,58783743,284420
16,075,960300,1,1500000US160759603001,160759603001,1,BG,6988804,233790
16,069,960300,1,1500000US160699603001,160699603001,1,BG,131577693,1592149
16,005,000200,2,1500000US160050002002,160050002002,2,BG,122228120,48917
16,069,960200,1,1500000US160699602001,160699602001,1,BG,151758189,0
16,017,950500,4,1500000US160179505004,160179505004,4,BG,5446872,0
16,027,021800,2,1500000US160270218002,160270218002,2,BG,34490547,292337
16,039,960400,3,1500000US160399604003,160399604003,3,BG,2250881,0
16,083,000500,3,1500000US160830005003,160830005003,3,BG,62089916,510419
16,051,960400,3,1500000US160519604003,160519604003,3,BG,34459469,276017
16,027,021700,2,1500000US160270217002,160270217002,2,BG,3477971,0
16,011,950600,1,1500000US160119506001,160119506001,1,BG,50068494,1657946
16,063,950100,4,1500000US160639501004,160639501004,4,BG,628353521,3826776
16,027,020504,1,1500000US160270205041,160270205041,1,BG,529913,0
16,001,010335,3,1500000US160010103353,160010103353,3,BG,5205742,38951
16,055,000402,1,1500000US160550004021,160550004021,1,BG,8590911,304242
16,029,960100,2,1500000US160299601002,160299601002,2,BG,24466611,469651
16,087,970300,3,1500000US160879703003,160879703003,3,BG,2811488,7496
16,019,971500,1,1500000US160199715001,160199715001,1,BG,387254891,1444352
16,001,000500,5,1500000US160010005005,160010005005,5,BG,645882,0
16,053,970500,3,1500000US160539705003,160539705003,3,BG,233208832,1385415
16,077,960200,2,1500000US160779602002,160779602002,2,BG,5889671,4917787
16,027,021600,2,1500000US160270216002,160270216002,2,BG,974847,0
16,009,940000,3,1500000US160099400003,160099400003,3,BG,232873980,0
16,017,950800,1,1500000US160179508001,160179508001,1,BG,69713451,7648931
16,081,960100,1,1500000US160819601001,160819601001,1,BG,478280921,1291253
16,017,950400,1,1500000US160179504001,160179504001,1,BG,206063584,47252
16,013,960500,2,1500000US160139605002,160139605002,2,BG,255524146,180213
16,005,001400,1,1500000US160050014001,160050014001,1,BG,1780640,0
16,001,002000,3,1500000US160010020003,160010020003,3,BG,1257617,398
16,027,022100,4,1500000US160270221004,160270221004,4,BG,35729388,478174
16,021,970200,2,1500000US160219702002,160219702002,2,BG,31051580,605848
16,017,950800,3,1500000US160179508003,160179508003,3,BG,190927178,931127
16,019,970700,3,1500000US160199707003,160199707003,3,BG,519134,14631
16,035,940000,7,1500000US160359400007,160359400007,7,BG,5254411,61185
16,083,001400,1,1500000US160830014001,160830014001,1,BG,217767378,2028171
16,083,000300,1,1500000US160830003001,160830003001,1,BG,99036520,118498
16,055,001800,3,1500000US160550018003,160550018003,3,BG,44113388,3621044
16,001,010504,1,1500000US160010105041,160010105041,1,BG,5395846,148104
16,017,950500,1,1500000US160179505001,160179505001,1,BG,2251896,310853
16,005,000400,1,1500000US160050004001,160050004001,1,BG,9040805,40539
16,001,010201,1,1500000US160010102011,160010102011,1,BG,144440281,179684
16,055,000401,2,1500000US160550004012,160550004012,2,BG,82540998,1273823
16,045,960100,3,1500000US160459601003,160459601003,3,BG,16283888,558999
16,043,970300,5,1500000US160439703005,160439703005,5,BG,12704048,378502
16,055,000100,2,1500000US160550001002,160550001002,2,BG,50376018,788339
16,013,960500,1,1500000US160139605001,160139605001,1,BG,29175175,161740
16,001,000900,4,1500000US160010009004,160010009004,4,BG,817562,311
16,057,005700,3,1500000US160570057003,160570057003,3,BG,228416965,48379
16,061,940001,1,1500000US160619400011,160619400011,1,BG,61623900,756365
16,077,960100,1,1500000US160779601001,160779601001,1,BG,1594056315,4381347
16,001,002412,2,1500000US160010024122,160010024122,2,BG,1153512,7050
16,043,970300,7,1500000US160439703007,160439703007,7,BG,33337006,1008575
16,083,000300,5,1500000US160830003005,160830003005,5,BG,68197502,276223
16,001,000400,2,1500000US160010004002,160010004002,2,BG,1440358,280169
16,017,950600,1,1500000US160179506001,160179506001,1,BG,501353514,100507764
16,027,020200,1,1500000US160270202001,160270202001,1,BG,1148697,12624
16,041,970200,1,1500000US160419702001,160419702001,1,BG,10666299,206377
16,001,000804,2,1500000US160010008042,160010008042,2,BG,1319249,104546
16,017,950300,4,1500000US160179503004,160179503004,4,BG,631108,3903191
16,035,940000,1,1500000US160359400001,160359400001,1,BG,76611834,4955213
16,031,950300,3,1500000US160319503003,160319503003,3,BG,423544,0
16,011,950100,4,1500000US160119501004,160119501004,4,BG,18010256,621665
16,017,950100,1,1500000US160179501001,160179501001,1,BG,445288963,59916561
16,009,950100,3,1500000US160099501003,160099501003,3,BG,26645481,625808
16,079,960400,4,1500000US160799604004,160799604004,4,BG,82700597,137771
16,079,960400,1,1500000US160799604001,160799604001,1,BG,8481772,30198
16,069,940000,1,1500000US160699400001,160699400001,1,BG,150504396,2649066
16,055,001001,1,1500000US160550010011,160550010011,1,BG,2980032,0
16,005,001900,3,1500000US160050019003,160050019003,3,BG,338967827,619188
16,045,960200,2,1500000US160459602002,160459602002,2,BG,23231787,433300
16,031,950200,1,1500000US160319502001,160319502001,1,BG,117739565,4559528
16,001,010334,2,1500000US160010103342,160010103342,2,BG,4631112,278
16,035,940000,5,1500000US160359400005,160359400005,5,BG,71781887,593949
16,019,971000,1,1500000US160199710001,160199710001,1,BG,276499,691
16,019,970403,1,1500000US160199704031,160199704031,1,BG,7824706,5068
16,083,000500,1,1500000US160830005001,160830005001,1,BG,34526953,397598
16,041,970100,2,1500000US160419701002,160419701002,2,BG,20327878,542658
16,055,940000,3,1500000US160559400003,160559400003,3,BG,125558946,5591695
16,017,950700,2,1500000US160179507002,160179507002,2,BG,55427043,971124
16,055,001700,1,1500000US160550017001,160550017001,1,BG,24153304,11880
16,043,970200,2,1500000US160439702002,160439702002,2,BG,8507211,26674
16,043,970300,3,1500000US160439703003,160439703003,3,BG,51328278,456075
16,083,000500,5,1500000US160830005005,160830005005,5,BG,2015719,0
16,083,000700,1,1500000US160830007001,160830007001,1,BG,39510944,549752
16,075,960300,3,1500000US160759603003,160759603003,3,BG,22368636,452041
16,075,960100,1,1500000US160759601001,160759601001,1,BG,570056485,1962169
16,019,970501,1,1500000US160199705011,160199705011,1,BG,13869636,15653
16,019,971200,1,1500000US160199712001,160199712001,1,BG,2756979,177464
16,019,970800,1,1500000US160199708001,160199708001,1,BG,431120,7720
16,007,950100,4,1500000US160079501004,160079501004,4,BG,778036314,86845396
16,019,970502,1,1500000US160199705021,160199705021,1,BG,1272094,9255
16,067,970400,3,1500000US160679704003,160679704003,3,BG,6196273,0
16,041,970100,4,1500000US160419701004,160419701004,4,BG,185462901,872146
16,053,970400,2,1500000US160539704002,160539704002,2,BG,1028943,0
16,019,970800,2,1500000US160199708002,160199708002,2,BG,281180,6492
16,001,010402,2,1500000US160010104022,160010104022,2,BG,6003293,6318
16,001,000202,1,1500000US160010002021,160010002021,1,BG,18112011,32891
16,001,002410,1,1500000US160010024101,160010024101,1,BG,1276529,72419
16,001,010313,1,1500000US160010103131,160010103131,1,BG,34063970,118486
16,001,000600,4,1500000US160010006004,160010006004,4,BG,295444,0
16,001,000900,1,1500000US160010009001,160010009001,1,BG,964016,40408
16,001,001700,3,1500000US160010017003,160010017003,3,BG,644792,0
16,031,950300,4,1500000US160319503004,160319503004,4,BG,981952,0
16,001,002413,2,1500000US160010024132,160010024132,2,BG,2313745,18653
